Time,Source,Target,Amount,Location,Type,Labels
4893,S12960,T1046,36,L106,TP108,2
4894,S12961,T1046,194,L106,TP108,2
4895,S12962,T1046,116,L106,TP108,2
4896,S12963,T1046,155,L106,TP108,2
4897,S12964,T1046,129,L106,TP108,2
4898,S12965,T1000,204.85,L100,TP100,2
4899,S12966,T1000,25.36,L100,TP100,2
4900,S10014,T1000,44.82,L100,TP100,1
4901,S10014,T1000,44.82,L100,TP100,0
4902,S12792,T1008,5.9,L100,TP105,2
4903,S12967,T1003,54.8,L100,TP100,2
4904,S12968,T1130,0,L106,TP102,0
4905,S12969,T1000,23.35,L100,TP100,2
4906,S12742,T1255,202,L174,TP139,0
4907,S12742,T1255,202.01,L174,TP139,0
4908,S10544,T1003,12.79,L100,TP100,2
4909,S10544,T1003,25.4,L100,TP100,2
4910,S12970,T1015,62.79,L100,TP110,2
4911,S12971,T1034,218.95,L110,TP120,2
4912,S12972,T1003,62.05,L100,TP100,2
4913,S12972,T1003,62.02,L100,TP100,2
4914,S12973,T1024,9,L102,TP121,2
4915,S12974,T1126,1,L102,TP112,2
4916,S12975,T1153,226.49,L106,TP139,2
4917,S12742,T1256,1398.77,L175,TP139,0
4918,S12742,T1256,1398.73,L175,TP139,0
4919,S12976,T1000,87.65,L100,TP100,2
4920,S12977,T1002,69,L100,TP102,2
4921,S12978,T1002,26.56,L100,TP102,2
4922,S12979,T1084,121.8,L100,TP100,2
4923,S12980,T1003,99.95,L100,TP100,2
4924,S12981,T1003,983.05,L100,TP100,2
4925,S11203,T1008,5.96,L100,TP105,2
4926,S11166,T1008,50,L100,TP105,2
4927,S11166,T1008,40,L100,TP105,2
4928,S11166,T1008,50,L100,TP105,2
4929,S12227,T1008,19.98,L100,TP105,2
4930,S11680,T1008,5.99,L100,TP105,2
4931,S11680,T1008,5.96,L100,TP105,2
4932,S10122,T1000,21.66,L100,TP100,2
4933,S12371,T1002,51,L100,TP102,2
4934,S12982,T1003,74.92,L100,TP100,2
4935,S12982,T1003,25.86,L100,TP100,2
4936,S12983,T1003,734.6,L100,TP100,2
4937,S12984,T1084,171.83,L100,TP100,2
4938,S11166,T1008,20,L100,TP105,2
4939,S10039,T1008,5.9,L100,TP105,2
4940,S11166,T1008,90,L100,TP105,2
4941,S11166,T1008,60,L100,TP105,2
4942,S11166,T1008,50,L100,TP105,2
4943,S11166,T1008,10,L100,TP105,2
4944,S12985,T1000,15.97,L100,TP100,2
4945,S12986,T1008,70,L100,TP105,2
4946,S12771,T1037,200,L100,TP126,2
4947,S12987,T1003,34.25,L100,TP100,2
4948,S12988,T1023,6,L100,TP120,2
4949,S12989,T1000,49.25,L100,TP100,2
4950,S12678,T1000,114.69,L100,TP100,2
4951,S12990,T1024,9.32,L102,TP121,2
4952,S12991,T1003,86.49,L100,TP100,2
4953,S10085,T1008,5.92,L100,TP105,2
4954,S10039,T1008,5.9,L100,TP105,2
4955,S12992,T1000,48.36,L100,TP100,2
4956,S10039,T1008,5.97,L100,TP105,2
4957,S10327,T1000,144.8,L100,TP100,2
4958,S12993,T1117,190.8,L110,TP106,2
4959,S12994,T1257,2211.41,L110,TP112,2
4960,S12995,T1108,132.77,L110,TP114,2
4961,S12996,T1117,622.45,L110,TP106,2
4962,S12997,T1108,132.78,L110,TP114,2
4963,S12843,T1098,217.15,L110,TP137,2
4964,S12998,T1108,72.37,L110,TP114,2
4965,S12999,T1117,47.1,L110,TP106,2
4966,S13000,T1023,9,L100,TP120,0
4967,S13000,T1023,114.52,L100,TP120,1
4968,S13000,T1023,114.52,L100,TP120,0
4969,S13000,T1023,130.14,L100,TP120,0
4970,S13001,T1008,50,L100,TP105,2
4971,S13002,T1037,0.07,L100,TP126,2
4972,S13003,T1108,170.02,L110,TP114,2
4973,S13004,T1034,111.98,L110,TP120,2
4974,S10327,T1003,38.94,L100,TP100,2
4975,S13004,T1034,232.91,L110,TP120,2
4976,S13005,T1136,170,L106,TP111,2
4977,S13001,T1008,70,L100,TP105,2
4978,S13001,T1008,0,L100,TP105,2
4979,S13006,T1130,264.3,L106,TP102,2
4980,S13007,T1023,6,L100,TP120,2
4981,S13008,T1037,21,L100,TP126,2
4982,S10039,T1008,5.99,L100,TP105,2
4983,S13009,T1023,9,L100,TP120,2
4984,S13010,T1037,271.19,L100,TP126,2
4985,S13011,T1034,251.57,L110,TP120,2
4986,S13012,T1157,1,L110,TP158,2
4987,S10039,T1008,5.94,L100,TP105,2
4988,S13013,T1008,5.93,L100,TP105,2
4989,S13014,T1037,458.91,L100,TP126,2
4990,S10039,T1008,5.95,L100,TP105,2
4991,S13015,T1000,6.53,L100,TP100,2
4992,S10122,T1000,18.95,L100,TP100,2
4993,S13016,T1000,167.1,L100,TP100,2
4994,S11146,T1004,1,L102,TP114,2
4995,S10327,T1003,14.94,L100,TP100,2
4996,S12591,T1000,15.45,L100,TP100,2
4997,S11775,T1155,19.9,L150,TP117,2
4998,S13017,T1034,90,L110,TP120,2
4999,S13018,T1023,4,L100,TP120,2
5000,S11265,T1041,108,L100,TP102,2
5001,S13019,T1158,6,L100,TP120,0
5002,S12696,T1158,7,L100,TP120,0
5003,S12696,T1158,1,L100,TP120,0
5004,S13020,T1138,24.9,L100,TP103,2
5005,S13021,T1008,24.94,L100,TP105,2
5006,S11677,T1000,15.93,L100,TP100,2
5007,S13022,T1000,57.8,L100,TP100,2
5008,S11918,T1013,12.28,L102,TP108,2
5009,S13023,T1258,0.01,L100,TP121,0
5010,S13023,T1259,400.96,L100,TP121,1
5011,S13023,T1259,400.94,L100,TP121,0
5012,S13024,T1000,40.68,L100,TP100,2
5013,S10065,T1000,10.88,L100,TP100,2
5014,S13025,T1118,8,L102,TP107,2
5015,S13026,T1260,176.04,L141,TP104,2
5016,S13027,T1003,300,L100,TP100,2
5017,S11987,T1040,73,L102,TP112,2
5018,S13028,T1004,1.9,L102,TP114,2
5019,S12431,T1004,20,L102,TP124,0
5020,S13029,T1004,20.29,L102,TP114,2
5021,S12431,T1004,5,L102,TP116,0
5022,S12336,T1036,1,L102,TP125,0
5023,S13030,T1004,8,L102,TP116,2
5024,S13031,T1000,134.33,L100,TP100,2
5025,S12757,T1004,19.06,L102,TP114,2
5026,S13032,T1022,1.63,L102,TP118,2
5027,S13033,T1000,17.07,L112,TP100,2
5028,S10214,T1000,21.15,L112,TP100,2
5029,S10044,T1000,23.89,L100,TP100,2
5030,S13034,T1003,54.92,L112,TP100,2
5031,S13035,T1004,2.85,L102,TP105,2
5032,S13036,T1004,21.11,L102,TP114,2
5033,S13037,T1004,70,L102,TP102,2
5034,S13038,T1238,214,L102,TP133,2
5035,S13039,T1013,5.82,L102,TP108,2
5036,S13040,T1022,5,L102,TP118,2
5037,S10122,T1000,25.94,L100,TP100,2
5038,S13041,T1004,98.62,L102,TP120,2
5039,S13042,T1004,7,L102,TP116,2
5040,S13043,T1004,0,L102,TP116,2
5041,S11951,T1103,1.8,L133,TP106,0
5042,S13044,T1061,2970,L100,TP116,0
5043,S13044,T1061,2910,L100,TP116,1
5044,S13045,T1023,3,L100,TP120,2
5045,S10223,T1012,6.1,L105,TP106,2
5046,S13046,T1037,4,L100,TP126,2
5047,S13047,T1242,315,L106,TP128,2
5048,S13048,T1000,137.63,L100,TP100,2
5049,S13049,T1038,26.81,L102,TP125,2
5050,S11166,T1008,6,L100,TP105,2
5051,S10524,T1000,140,L100,TP100,2
5052,S13050,T1003,25.38,L100,TP100,2
5053,S10078,T1008,39.54,L100,TP105,2
5054,S11166,T1008,6,L100,TP105,2
5055,S13051,T1000,150,L100,TP100,2
5056,S11166,T1008,1,L100,TP105,2
5057,S13052,T1000,56.73,L100,TP100,2
5058,S11427,T1000,26.73,L100,TP100,2
5059,S13053,T1023,9.31,L100,TP120,2
5060,S10084,T1008,19.95,L100,TP105,2
5061,S13054,T1038,3,L102,TP125,2
5062,S10612,T1003,77.3,L100,TP100,2
5063,S13055,T1000,121.89,L100,TP100,2
5064,S11166,T1008,10,L100,TP105,2
5065,S11166,T1008,30,L100,TP105,2
5066,S13056,T1034,514.22,L110,TP120,2
5067,S13057,T1008,5.97,L100,TP105,2
5068,S13058,T1000,25.89,L100,TP100,2
5069,S11166,T1008,70,L100,TP105,2
5070,S13059,T1003,10.85,L100,TP100,2
5071,S11166,T1008,0,L100,TP105,2
5072,S13060,T1002,38.63,L100,TP102,2
5073,S10867,T1008,1,L100,TP105,2
5074,S10027,T1002,59,L100,TP102,2
5075,S12735,T1077,24.4,L100,TP108,0
5076,S13061,T1003,36.45,L100,TP100,2
5077,S12227,T1008,19.97,L100,TP105,2
5078,S10078,T1008,39.59,L100,TP105,2
5079,S13062,T1251,27,L102,TP112,2
5080,S12923,T1158,13,L100,TP120,0
5081,S12673,T1000,91.79,L100,TP100,2
5082,S10354,T1000,28.98,L100,TP100,2
5083,S12336,T1218,50.76,L100,TP103,0
5084,S10206,T1013,5.52,L102,TP108,0
5085,S12735,T1077,24.4,L100,TP108,0
5086,S13063,T1061,220,L100,TP116,2
5087,S11166,T1008,2,L100,TP105,2
5088,S12455,T1002,57,L100,TP102,2
5089,S13064,T1003,13.7,L100,TP100,2
5090,S13065,T1000,28.79,L100,TP100,2
5091,S10078,T1008,39.59,L100,TP105,2
5092,S11872,T1003,18,L100,TP100,2
5093,S11166,T1008,7,L100,TP105,2
5094,S12673,T1003,80.25,L100,TP100,2
5095,S12735,T1077,24.4,L100,TP108,0
5096,S13066,T1000,107.87,L100,TP100,2
5097,S11988,T1061,536.4,L100,TP116,0
5098,S12673,T1000,43.47,L100,TP100,2
5099,S10206,T1013,4.09,L102,TP108,0
5100,S10082,T1008,39.59,L100,TP105,2
5101,S11166,T1008,3,L100,TP105,2
5102,S13067,T1003,49.73,L100,TP100,2
5103,S13068,T1002,59,L100,TP102,2
5104,S10078,T1008,30,L100,TP105,2
5105,S13069,T1000,17.99,L100,TP100,2
5106,S13070,T1130,250,L106,TP102,2
5107,S13071,T1261,8,L102,TP120,2
5108,S11166,T1008,70,L100,TP105,2
5109,S13072,T1017,4.94,L100,TP112,0
5110,S13072,T1017,4.98,L100,TP112,0
5111,S13073,T1003,159.93,L100,TP100,2
5112,S13074,T1022,2.55,L102,TP118,2
5113,S13075,T1022,2.33,L102,TP118,2
5114,S13076,T1157,4,L110,TP158,2
5115,S13001,T1008,10,L100,TP105,2
5116,S13077,T1000,49.71,L100,TP100,2
5117,S13078,T1157,9,L148,TP158,2
5118,S13079,T1004,21.5,L102,TP114,2
5119,S13080,T1004,0.73,L102,TP158,2
5120,S13081,T1003,285.04,L100,TP100,2
5121,S13082,T1168,190,L110,TP168,2
5122,S13083,T1157,5,L110,TP158,2
5123,S13057,T1008,5.97,L100,TP105,2
5124,S13084,T1157,2,L110,TP158,2
5125,S13085,T1004,1,L102,TP116,2
5126,S10029,T1000,38.46,L100,TP100,0
5127,S10029,T1000,38.49,L100,TP100,0
5128,S13086,T1157,6,L148,TP158,2
5129,S13057,T1008,5.95,L100,TP105,2
5130,S13087,T1022,8,L102,TP118,2
5131,S13088,T1022,3,L102,TP118,2
5132,S13089,T1015,6,L100,TP110,2
5133,S13090,T1004,51.8,L102,TP114,2
5134,S13091,T1004,9,L102,TP116,2
5135,S13092,T1004,15.35,L102,TP125,2
5136,S13093,T1084,79.29,L100,TP100,2
5137,S13094,T1022,9,L102,TP118,2
5138,S11059,T1008,5.91,L100,TP105,2
5139,S10098,T1008,5.92,L100,TP105,2
5140,S13095,T1000,40.22,L100,TP100,2
5141,S13096,T1003,100.51,L100,TP100,2
5142,S13057,T1008,5.9,L100,TP105,2
5143,S13097,T1003,59.88,L100,TP100,0
5144,S13097,T1003,59.8,L100,TP100,0
5145,S13098,T1053,16.34,L106,TP125,2
5146,S11166,T1008,80,L100,TP105,2
5147,S13099,T1000,64.44,L100,TP100,2
5148,S10468,T1010,11,L102,TP107,2
5149,S11203,T1008,5.91,L100,TP105,2
5150,S13100,T1000,59.98,L100,TP100,2
5151,S13101,T1153,4,L106,TP139,2
5152,S11166,T1008,80,L100,TP105,2
5153,S13102,T1003,234.88,L100,TP100,2
5154,S11203,T1008,5.95,L100,TP105,2
5155,S10084,T1008,20,L100,TP105,2
5156,S12046,T1019,27.3,L107,TP108,2
5157,S13103,T1003,786.84,L100,TP100,2
5158,S13103,T1003,393.41,L100,TP100,2
5159,S13104,T1010,46.32,L102,TP107,2
5160,S10084,T1008,0,L100,TP105,2
5161,S13105,T1000,54.09,L100,TP100,2
5162,S11203,T1008,39.1,L100,TP105,2
5163,S13106,T1038,4,L102,TP125,2
5164,S13107,T1083,250.99,L106,TP110,2
5165,S13108,T1000,119.03,L100,TP100,2
5166,S13109,T1262,2,L102,TP146,0
5167,S13109,T1262,2,L102,TP146,0
5168,S11116,T1013,8.68,L102,TP108,2
5169,S11203,T1008,39.3,L100,TP105,2
5170,S13110,T1015,3,L100,TP110,2
5171,S13111,T1015,3,L100,TP110,2
5172,S10098,T1008,70,L100,TP105,2
5173,S13112,T1083,681,L106,TP110,2
5174,S10327,T1003,36.4,L100,TP100,2
5175,S13113,T1000,5.53,L100,TP100,2
5176,S10084,T1008,10,L100,TP105,2
5177,S13114,T1083,168720,L106,TP110,2
5178,S10039,T1008,5.91,L100,TP105,2
5179,S10592,T1008,39,L100,TP105,2
5180,S13115,T1094,3,L110,TP146,2
5181,S10327,T1000,19.73,L100,TP100,2
5182,S13116,T1130,260,L106,TP102,2
5183,S10039,T1008,5.95,L100,TP105,2
5184,S10122,T1000,25.92,L100,TP100,2
5185,S13117,T1023,3.37,L100,TP120,2
5186,S13118,T1000,25.48,L100,TP100,2
5187,S13001,T1008,50,L100,TP105,2
5188,S11166,T1008,80,L100,TP105,2
5189,S13119,T1046,0,L106,TP108,2
5190,S10029,T1000,187.31,L100,TP100,0
5191,S10029,T1000,187.33,L100,TP100,0
5192,S13101,T1000,41.2,L100,TP100,2
5193,S10327,T1000,17.9,L100,TP100,2
5194,S11166,T1008,50,L100,TP105,2
5195,S13120,T1098,30.91,L110,TP137,2
5196,S13121,T1000,12.51,L100,TP100,2
5197,S13001,T1008,50,L100,TP105,2
5198,S12002,T1066,84,L110,TP116,2
5199,S10037,T1003,49.12,L100,TP100,2
5200,S13122,T1023,2,L100,TP120,2
5201,S13123,T1000,675.4,L100,TP100,2
5202,S11680,T1008,9.95,L100,TP105,2
5203,S11680,T1008,9.9,L100,TP105,2
5204,S13001,T1008,30,L100,TP105,2
5205,S13124,T1000,72.89,L100,TP100,2
5206,S13125,T1136,460,L106,TP111,2
5207,S13126,T1004,2,L102,TP116,2
5208,S13001,T1008,20,L100,TP105,2
5209,S12983,T1003,185.52,L100,TP100,2
5210,S12520,T1004,14.83,L102,TP108,2
5211,S13127,T1016,2040,L106,TP111,2
5212,S13128,T1263,0,L102,TP112,2
5213,S12829,T1003,16.07,L100,TP100,2
5214,S13129,T1004,9,L102,TP116,2
5215,S11166,T1008,60,L100,TP105,2
5216,S13130,T1023,1,L100,TP120,2
5217,S13131,T1153,6,L106,TP139,2
5218,S13132,T1066,19.66,L110,TP116,2
5219,S13133,T1000,110.34,L100,TP100,2
5220,S13134,T1008,50,L100,TP105,2
5221,S13135,T1061,122.6,L100,TP116,2
5222,S13136,T1023,7,L100,TP120,2
5223,S10400,T1000,209.1,L100,TP100,2
5224,S13137,T1008,20,L100,TP105,2
5225,S10544,T1003,45.91,L100,TP100,2
5226,S13138,T1037,1,L100,TP126,2
5227,S12769,T1004,8.24,L102,TP189,2
5228,S12542,T1000,91.75,L100,TP100,2
5229,S13138,T1037,1,L100,TP126,2
5230,S13139,T1000,110.33,L100,TP100,2
5231,S13140,T1003,29.18,L100,TP100,2
5232,S12728,T1008,10,L100,TP105,2
5233,S13141,T1157,4,L110,TP158,2
5234,S13142,T1000,0,L100,TP100,2
5235,S10078,T1008,50,L100,TP105,2
5236,S13143,T1000,37.16,L100,TP100,2
5237,S13144,T1000,52.97,L100,TP100,2
5238,S13145,T1003,109.24,L100,TP100,2
5239,S10065,T1000,11.69,L100,TP100,2
5240,S10036,T1000,26.97,L100,TP100,1
5241,S10036,T1000,26.99,L100,TP100,0
5242,S10122,T1000,161.95,L100,TP100,2
5243,S11677,T1000,211,L100,TP100,2
5244,S13146,T1023,9,L100,TP120,2
5245,S13147,T1002,51,L100,TP102,2
5246,S13148,T1138,27.94,L100,TP103,1
5247,S13149,T1000,32.82,L100,TP100,2
5248,S10867,T1008,80,L100,TP105,2
5249,S11601,T1004,5.22,L102,TP124,2
5250,S13150,T1023,7,L100,TP120,2
5251,S13151,T1118,4,L102,TP107,2
5252,S10867,T1008,10,L100,TP105,2
5253,S11115,T1038,14.63,L102,TP125,2
5254,S12903,T1000,65.08,L100,TP100,2
5255,S13152,T1127,1,L100,TP134,2
5256,S13153,T1000,195.53,L100,TP100,2
5257,S10867,T1008,70,L100,TP105,2
5258,S13154,T1077,25,L100,TP108,2
5259,S13155,T1013,19.18,L102,TP108,2
5260,S10206,T1013,8,L102,TP108,0
5261,S10206,T1013,5.22,L102,TP108,0
5262,S13156,T1000,52.77,L100,TP100,2
5263,S13157,T1264,49.98,L102,TP116,2
5264,S13158,T1265,92.46,L100,TP112,2
5265,S13159,T1266,6,L102,TP112,0
5266,S13159,T1266,0,L102,TP112,0
5267,S10867,T1008,40,L100,TP105,2
5268,S13160,T1010,13,L102,TP107,2
5269,S13161,T1000,37.5,L100,TP100,2
5270,S13162,T1000,34.67,L100,TP100,2
5271,S13162,T1000,34.64,L100,TP100,2
5272,S11040,T1000,125.53,L100,TP100,2
5273,S10867,T1008,70,L100,TP105,2
5274,S13163,T1000,17.9,L100,TP100,2
5275,S10040,T1000,28.89,L100,TP100,2
5276,S10867,T1008,60,L100,TP105,2
5277,S13164,T1034,35.87,L110,TP120,2
5278,S13165,T1000,83.57,L100,TP100,2
5279,S12138,T1267,41,L100,TP190,0
5280,S12138,T1267,41.6,L100,TP190,0
5281,S13159,T1268,0.01,L102,TP191,0
5282,S13159,T1269,0.02,L102,TP116,0
5283,S10867,T1008,60,L100,TP105,2
5284,S10867,T1008,90,L100,TP105,2
5285,S10867,T1008,0,L100,TP105,2
5286,S13166,T1036,4,L102,TP125,0
5287,S13166,T1036,3,L102,TP125,0
5288,S12742,T1103,9.7,L133,TP106,0
5289,S13166,T1049,70.05,L100,TP129,0
5290,S13167,T1013,10.62,L102,TP108,2
5291,S11257,T1013,6.14,L102,TP108,2
5292,S13168,T1000,52.5,L100,TP100,2
5293,S13169,T1000,29.1,L100,TP100,2
5294,S13170,T1000,65.07,L100,TP100,2
5295,S10039,T1008,5.9,L100,TP105,2
5296,S10039,T1008,5.93,L100,TP105,2
5297,S13171,T1003,40.13,L100,TP100,2
5298,S13172,T1000,49,L100,TP100,2
5299,S10867,T1008,0,L100,TP105,2
5300,S10867,T1008,40,L100,TP105,2
5301,S10592,T1008,5.96,L100,TP105,2
5302,S13173,T1023,208.33,L100,TP120,2
5303,S13174,T1270,49.13,L100,TP134,2
5304,S10867,T1008,40,L100,TP105,2
5305,S10867,T1008,5.93,L100,TP105,2
5306,S10077,T1008,5.92,L100,TP105,2
5307,S10867,T1008,5.91,L100,TP105,2
5308,S12864,T1023,9.22,L100,TP120,2
5309,S13175,T1000,84.63,L100,TP100,2
5310,S10867,T1008,5.96,L100,TP105,2
5311,S13176,T1216,0,L110,TP180,2
5312,S13177,T1037,87,L100,TP126,2
5313,S13178,T1000,26.87,L100,TP100,2
5314,S11166,T1008,5.99,L100,TP105,2
5315,S13179,T1013,696.02,L102,TP108,0
5316,S12885,T1000,45.25,L100,TP100,2
5317,S13180,T1000,149.95,L100,TP100,2
5318,S10084,T1008,199.9,L100,TP105,2
5319,S10592,T1008,5.94,L100,TP105,2
5320,S11203,T1008,6,L100,TP105,2
5321,S11059,T1008,5.95,L100,TP105,2
5322,S11203,T1008,6,L100,TP105,2
5323,S10867,T1008,5.93,L100,TP105,2
5324,S12663,T1000,44.62,L100,TP100,2
5325,S12725,T1000,19.92,L100,TP100,2
5326,S13181,T1000,75,L100,TP100,2
5327,S13182,T1000,41.86,L100,TP100,2
5328,S12757,T1004,30.55,L102,TP127,2
5329,S13183,T1003,122.89,L100,TP100,2
5330,S11203,T1008,3,L100,TP105,2
5331,S13184,T1000,11.98,L100,TP100,2
5332,S10084,T1008,20,L100,TP105,2
5333,S11059,T1008,50,L100,TP105,2
5334,S12713,T1003,60.1,L100,TP100,0
5335,S10233,T1008,50,L100,TP105,2
5336,S11757,T1013,15.2,L102,TP108,2
5337,S13185,T1000,63.94,L100,TP100,2
5338,S13186,T1008,5.95,L100,TP105,2
5339,S13187,T1271,138.69,L106,TP169,2
5340,S10638,T1272,6,L102,TP112,2
5341,S13188,T1008,5.94,L100,TP105,2
5342,S13189,T1000,95.07,L100,TP100,2
5343,S13190,T1000,52.73,L100,TP100,2
5344,S10327,T1000,10.6,L100,TP100,2
5345,S13191,T1023,2,L100,TP120,2
5346,S13192,T1023,6,L100,TP120,2
5347,S12792,T1008,5.93,L100,TP105,2
5348,S13186,T1008,5.95,L100,TP105,2
5349,S13193,T1000,37,L100,TP100,2
5350,S10233,T1008,10,L100,TP105,2
5351,S11166,T1008,50,L100,TP105,2
5352,S11166,T1008,60,L100,TP105,2
5353,S10906,T1098,113,L110,TP137,2
5354,S13194,T1023,6,L100,TP120,2
5355,S12227,T1008,15.95,L100,TP105,2
5356,S11059,T1008,1,L100,TP105,2
5357,S13195,T1074,6,L110,TP137,2
5358,S13196,T1000,238.27,L100,TP100,2
5359,S13057,T1008,5.94,L100,TP105,2
5360,S13197,T1000,45.41,L100,TP100,2
5361,S13198,T1066,161,L110,TP116,2
5362,S13044,T1061,2000,L100,TP116,0
5363,S13199,T1216,25,L110,TP180,2
5364,S13200,T1002,52,L100,TP102,2
5365,S10233,T1008,30,L100,TP105,2
5366,S13044,T1061,2970,L100,TP116,0
5367,S11166,T1008,20,L100,TP105,2
5368,S13201,T1061,720.31,L100,TP116,2
5369,S13202,T1088,20,L100,TP162,1
5370,S13202,T1088,34.1,L100,TP162,0
5371,S10458,T1041,49,L100,TP102,2
5372,S13203,T1016,2.98,L106,TP111,2
5373,S13204,T1016,389.96,L106,TP111,2
5374,S13205,T1000,13.89,L100,TP100,2
5375,S13206,T1000,9.69,L100,TP100,2
5376,S13206,T1000,9.65,L100,TP100,2
5377,S12728,T1008,10,L100,TP105,2
5378,S12728,T1008,20,L100,TP105,2
5379,S13207,T1023,9,L100,TP120,2
5380,S13208,T1034,120.96,L110,TP120,2
5381,S10082,T1008,5.94,L100,TP105,2
5382,S13209,T1066,231.05,L110,TP116,2
5383,S13210,T1000,10.4,L100,TP100,2
5384,S13211,T1008,70,L100,TP105,2
5385,S13212,T1084,481.48,L100,TP100,2
5386,S13213,T1004,5,L102,TP116,2
5387,S13214,T1034,33.06,L110,TP120,2
5388,S10270,T1273,41,L176,TP134,0
5389,S10270,T1273,42,L176,TP134,0
5390,S10039,T1008,5.92,L100,TP105,2
5391,S10025,T1007,21,L100,TP102,0
5392,S10025,T1007,20,L100,TP102,0
5393,S12068,T1182,69,L106,TP139,2
5394,S12068,T1182,68,L106,TP139,2
5395,S13211,T1008,20,L100,TP105,2
5396,S13211,T1008,0,L100,TP105,2
5397,S12520,T1004,1.38,L102,TP108,2
5398,S13215,T1003,160,L100,TP100,2
5399,S12728,T1008,90,L100,TP105,2
5400,S13147,T1002,55,L100,TP102,2
5401,S10489,T1008,9.92,L100,TP105,2
5402,S10082,T1008,5.93,L100,TP105,2
5403,S13216,T1004,2.81,L102,TP105,2
5404,S13217,T1000,49.95,L100,TP100,2
5405,S12087,T1003,13.97,L100,TP100,2
5406,S12742,T1274,352.48,L177,TP134,0
5407,S13218,T1066,8.9,L110,TP116,2
5408,S13219,T1004,3,L102,TP116,2
5409,S12625,T1275,1,L100,TP109,0
5410,S12625,T1275,3,L100,TP109,0
5411,S12625,T1275,54.95,L100,TP109,1
5412,S12625,T1275,54.96,L100,TP109,0
5413,S13220,T1003,185.54,L100,TP100,2
5414,S12002,T1066,161,L110,TP116,2
5415,S13221,T1276,33.1,L110,TP134,2
5416,S11680,T1008,20,L100,TP105,2
5417,S13222,T1046,90,L106,TP108,2
5418,S10489,T1008,0,L100,TP105,2
5419,S13132,T1066,105,L110,TP116,2
5420,S13223,T1037,1100,L100,TP126,2
5421,S11166,T1008,30,L100,TP105,2
5422,S10040,T1000,16.91,L100,TP100,2
5423,S11166,T1008,90,L100,TP105,2
5424,S11166,T1008,0,L100,TP105,2
5425,S13224,T1000,700,L100,TP100,2
5426,S11059,T1008,39.57,L100,TP105,2
5427,S10040,T1000,18.98,L100,TP100,2
5428,S11680,T1008,80,L100,TP105,2
5429,S13211,T1008,70,L100,TP105,2
5430,S11824,T1097,99,L102,TP106,1
5431,S11824,T1097,99.7,L102,TP106,1
5432,S11830,T1097,99.1,L102,TP106,0
5433,S11680,T1008,30,L100,TP105,2
5434,S13211,T1008,0,L100,TP105,2
5435,S11680,T1008,20,L100,TP105,2
5436,S13057,T1008,80,L100,TP105,2
5437,S13225,T1029,238.81,L110,TP102,2
5438,S13001,T1008,70,L100,TP105,2
5439,S11166,T1008,20,L100,TP105,2
5440,S13147,T1002,50,L100,TP102,2
5441,S10082,T1008,5.95,L100,TP105,2
5442,S13226,T1008,2.98,L100,TP105,2
5443,S13188,T1008,5.9,L100,TP105,2
5444,S13227,T1003,38.74,L100,TP100,2
5445,S13228,T1004,3,L102,TP116,2
5446,S11166,T1008,70,L100,TP105,2
5447,S11166,T1008,90,L100,TP105,2
5448,S13229,T1156,73,L106,TP109,2
5449,S13230,T1004,8,L102,TP116,2
5450,S13231,T1003,149,L100,TP100,2
5451,S13232,T1008,5.99,L100,TP105,2
5452,S13001,T1008,90,L100,TP105,2
5453,S13233,T1000,12.92,L100,TP100,2
5454,S11677,T1000,87.06,L100,TP100,2
5455,S10026,T1008,20,L100,TP105,2
5456,S13234,T1008,10,L100,TP105,2
5457,S12728,T1008,80,L100,TP105,2
5458,S13235,T1084,186.25,L100,TP100,2
5459,S13236,T1003,8.84,L100,TP100,2
5460,S13237,T1013,12.39,L102,TP108,2
5461,S13238,T1041,35,L100,TP102,2
5462,S13239,T1277,21,L102,TP151,2
5463,S13240,T1033,100,L106,TP124,2
5464,S10098,T1008,39.58,L100,TP105,2
5465,S13241,T1013,13.06,L102,TP108,2
5466,S13242,T1045,90,L106,TP108,2
5467,S11302,T1111,25.02,L102,TP125,2
5468,S13243,T1053,51.97,L106,TP125,2
5469,S13244,T1053,38.47,L106,TP125,2
5470,S13245,T1000,134.96,L100,TP100,2
5471,S13246,T1243,3,L106,TP108,2
5472,S13247,T1013,6.5,L102,TP108,2
5473,S13248,T1045,9,L106,TP108,2
5474,S13249,T1053,71.6,L106,TP125,2
5475,S13250,T1013,27.52,L102,TP108,2
5476,S13251,T1053,35.44,L106,TP125,2
5477,S13252,T1053,189,L106,TP125,2
5478,S13253,T1053,30.5,L106,TP125,2
5479,S10064,T1278,0,L178,TP130,0
5480,S12236,T1037,1072,L100,TP126,2
5481,S10423,T1013,8.3,L102,TP108,2
5482,S13254,T1000,58.14,L100,TP100,2
5483,S13255,T1107,500,L110,TP126,2
5484,S11677,T1000,22.93,L100,TP100,2
5485,S13256,T1013,2,L102,TP108,2
5486,S13257,T1000,11.55,L100,TP100,2
5487,S13258,T1084,111.87,L100,TP100,2
5488,S13258,T1084,111.81,L100,TP100,2
5489,S13259,T1279,12.92,L100,TP151,1
5490,S13259,T1279,12.98,L100,TP151,0
5491,S13260,T1097,49.62,L102,TP106,0
5492,S13260,T1097,49.67,L102,TP106,0
5493,S13261,T1053,14.8,L106,TP125,2
5494,S13262,T1003,7.98,L100,TP100,2
5495,S11988,T1061,824.35,L100,TP116,0
